gdp_deflator,net_capital_export,average_provision_of_build_contract_moscow,deposits_rate,mortgage_growth,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,retail_trade_turnover,retail_trade_turnover_per_cap,retail_trade_turnover_growth,labor_force,unemployment,employment,invest_fixed_capital_per_cap,invest_fixed_assets,profitable_enterpr_share,unprofitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_natural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,baths_share,sewerage_share,gas_share,hot_water_share,electric_stove_share,heating_share,old_house_share,average_life_exp,infant_mortarity_per_1000_cap,perinatal_mort_per_1000_cap,incidence_population,rent_price_4+room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,modern_education_share,old_education_build_share,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,provision_retail_space_sqm,provision_retail_space_modern_sqm,turnover_catering_per_cap,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm,timestamp,average_provision_of_build_contract,gdp_annual_growth,cpi,deposits_value,fixed_basket,micex,gdp_quart,mortgage_value,micex_cbi_tr,balance_trade_growth,balance_trade,ppi,usdrub,brent,deposits_growth,oil_urals,eurrub,gdp_annual,rts,gdp_quart_growth,micex_rgbi_tr,mortgage_rate
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.0004396749075,1.0004396749075,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000033564454,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-17,6.07,0.042643516,377.9,13196495,13872.82,1383.66,17442.1,791792,220.61,7.6,15.614,479.1,31.7404,108.95,0.010636636000000001,108.65,40.3614,59698.1,1376.1,3.1,134.6,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.00552332088257,1.00552332088257,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000034001556,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-18,6.07,0.042643516,377.9,13196495,13872.82,1383.66,17442.1,791792,220.61,7.6,15.614,479.1,31.7404,108.95,0.010636636000000001,108.65,40.3614,59698.1,1376.1,3.1,134.6,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.0108619600685,1.0108619600685,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000033136128,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-19,6.07,0.042643516,377.9,13196495,13872.82,1398.57,17442.1,791792,220.77,7.6,15.614,479.1,31.4305,111.7,0.010636636000000001,108.65,40.2519,59698.1,1399.7,3.1,134.99,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.02121588150433,1.02121588150433,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000031923302,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-20,6.07,0.042643516,377.9,13196495,13872.82,1396.39,17442.1,791792,220.82,7.6,15.614,479.1,31.2955,109.83,0.010636636000000001,108.65,40.1005,59698.1,1403.59,3.1,135.21,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.03145351227586,1.03145351227586,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000031223032,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-21,6.07,0.042643516,377.9,13196495,13872.82,1405.7,17442.1,791792,220.92,7.6,15.614,479.1,31.1763,110.86,0.010636636000000001,108.65,39.9552,59698.1,1420.97,3.1,135.88,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.0413693469780099,1.0413693469780099,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.00003196660197,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-22,6.07,0.042643516,377.9,13196495,13872.82,1402.64,17442.1,791792,221.08,7.6,15.614,479.1,31.180999999999997,110.55,0.010636636000000001,108.65,40.1456,59698.1,1419.88,3.1,136.25,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.04572725981812,1.04572725981812,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000032787084,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-23,6.07,0.042643516,377.9,13196495,13872.82,1413.15,17442.1,791792,221.14,7.6,15.614,479.1,31.0653,111.38,0.010636636000000001,108.65,40.2629,59698.1,1432.24,3.1,136.25,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.04924070226556,1.04924070226556,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.00003427717996,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-24,6.07,0.042643516,377.9,13196495,13872.82,1413.15,17442.1,791792,221.14,7.6,15.614,479.1,31.0653,111.38,0.010636636000000001,108.65,40.2629,59698.1,1432.24,3.1,136.25,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.0520920409728,1.0520920409728,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000034714282,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-25,6.07,0.042643516,377.9,13196495,13872.82,1413.15,17442.1,791792,221.14,7.6,15.614,479.1,31.0653,111.38,0.010636636000000001,108.65,40.2629,59698.1,1432.24,3.1,136.25,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.0539236251195698,1.0539236251195698,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000033848854,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-26,6.07,0.042643516,377.9,13196495,13872.82,1403.94,17442.1,791792,221.28,7.6,15.614,479.1,31.0295,110.92,0.010636636000000001,108.65,40.2378,59698.1,1426.96,3.1,136.2,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.05956885422674,1.05956885422674,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000032636028,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-27,6.07,0.042643516,377.9,13196495,13872.82,1394.87,17442.1,791792,221.41,7.6,15.614,479.1,31.055999999999997,109.87,0.010636636000000001,108.65,40.1845,59698.1,1417.6,3.1,136.22,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.06400942088605,1.06400942088605,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.00003193575805,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-28,6.07,0.042643516,377.9,13196495,13872.82,1380.94,17442.1,791792,221.45,7.6,15.614,479.1,31.1428,109.51,0.010636636000000001,108.65,40.2421,59698.1,1397.38,3.1,136.2,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.06719161532562,1.06719161532562,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000032679328,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-29,6.07,0.042643516,377.9,13196495,13872.82,1388.31,17442.1,791792,221.58,7.6,15.614,479.1,30.9068,110.76,0.010636636000000001,108.65,40.0408,59698.1,1420.35,3.1,136.59,12.44
100.0,-0.114300301,6.0,6.0,0.518212794,10666.8705,0.072179525,51261.0,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,163.06,90.97,70.37,51.74,48.97,40.83,32.93,856.7305467,"7,311",1453.830605,99.2666,1.06406690162304,1.06406690162304,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.00003349981097,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-11-30,6.07,0.042643516,377.9,13196495,13872.82,1405.97,17442.1,791792,221.62,7.6,15.614,479.1,30.8806,111.23,0.010636636000000001,108.65,40.1772,59698.1,1436.55,3.1,136.93,12.44
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.0595683166826702,1.0595683166826702,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000034989906,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-01,6.07,0.042643516,379.2,13434237,13948.2,1405.97,17442.1,895130,207.11,7.6,16.041,473.5,30.8806,111.23,0.018015541,108.6,40.1772,59698.1,1436.55,3.1,136.93,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.05412502497052,1.05412502497052,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000035427008,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-02,6.07,0.042643516,379.2,13434237,13948.2,1405.97,17442.1,895130,207.11,7.6,16.041,473.5,30.8806,111.23,0.018015541,108.6,40.1772,59698.1,1436.55,3.1,136.93,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.0476477248053,1.0476477248053,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.00003456158,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-03,6.07,0.042643516,379.2,13434237,13948.2,1421.97,17442.1,895130,210.71,7.6,16.041,473.5,30.901999999999997,110.92,0.018015541,108.6,40.376,59698.1,1451.69,3.1,137.42,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.04525330978621,1.04525330978621,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000033348755,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-04,6.07,0.042643516,379.2,13434237,13948.2,1411.83,17442.1,895130,212.49,7.6,16.041,473.5,30.8595,109.84,0.018015541,108.6,40.3659,59698.1,1443.87,3.1,137.63,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.04221511499564,1.04221511499564,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000032648484,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-05,6.07,0.042643516,379.2,13434237,13948.2,1435.97,17442.1,895130,213.36,7.6,16.041,473.5,30.7728,108.81,0.018015541,108.6,40.244,59698.1,1469.54,3.1,137.62,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.03877180884233,1.03877180884233,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000033392054,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-06,6.07,0.042643516,379.2,13434237,13948.2,1438.54,17442.1,895130,213.36,7.6,16.041,473.5,30.895,107.03,0.018015541,108.6,40.0716,59698.1,1467.0,3.1,137.44,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.03016032860058,1.03016032860058,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000034212537,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-07,6.07,0.042643516,379.2,13434237,13948.2,1441.47,17442.1,895130,213.79,7.6,16.041,473.5,30.8138,107.02,0.018015541,108.6,39.8825,59698.1,1471.09,3.1,137.51,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.02158460839265,1.02158460839265,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000035702632,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-08,6.07,0.042643516,379.2,13434237,13948.2,1441.47,17442.1,895130,213.79,7.6,16.041,473.5,30.8138,107.02,0.018015541,108.6,39.8825,59698.1,1471.09,3.1,137.51,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.0137226344058299,1.0137226344058299,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000036139734,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-09,6.07,0.042643516,379.2,13434237,13948.2,1441.47,17442.1,895130,217.33,7.6,16.041,473.5,30.8138,107.02,0.018015541,108.6,39.8825,59698.1,1471.09,3.1,137.51,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.00670472371473,1.00670472371473,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000035274306,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-10,6.07,0.042643516,379.2,13434237,13948.2,1447.72,17442.1,895130,219.01,7.6,16.041,473.5,30.7341,107.33,0.018015541,108.6,39.7394,59698.1,1480.78,3.1,137.91,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.00583162421297,1.00583162421297,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.000034061481,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-11,6.07,0.042643516,379.2,13434237,13948.2,1448.43,17442.1,895130,220.58,7.6,16.041,473.5,30.7132,108.01,0.018015541,108.6,39.9044,59698.1,1484.5,3.1,137.92,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.0065189472704799,1.0065189472704799,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.00003336121,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-12,6.07,0.042643516,379.2,13434237,13948.2,1466.51,17442.1,895130,222.53,7.6,16.041,473.5,30.587,109.5,0.018015541,108.6,39.881,59698.1,1506.91,3.1,138.43,12.55
100.0,-0.158659394,6.0,6.1,0.500616924,10666.8705,0.072179525,87653.4,-0.025,48830.4,0.087568237,3639.7151,305.395,101.7,6799.974,0.008,0.716,102373.8183,1220.096592,0.7020000000000001,0.298,0.942096921,47563.0,249.2838063,7.8,3.6,609729.3,133.1,1.4,8.9,10.3,11.3,9.9,231.0,19.28213689,98.8,98.6,98.0,44.1,94.4,54.1,99.3,0.4,75.74,8.1,10.2,698.6,135.25,90.53,68.42,49.1,46.94,41.01,33.1,856.7305467,"7,311",1453.830605,99.2666,1.00910115898507,1.00910115898507,66.1,96.5,8296.038659,156.3,836.0,298.0,794.0,271.00003410477996,8522.0,603.0,0.4507,1309.0,288177.0,23.01,67.85,42551.0,232840.2,2012-12-13,6.07,0.042643516,379.2,13434237,13948.2,1462.87,17442.1,895130,222.64,7.6,16.041,473.5,30.6923,107.91,0.018015541,108.6,40.1347,59698.1,1499.68,3.1,138.17,12.55
